premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
A Person in a dark shirt and shorts and a white helmet is jumping a bicycle over a mound of dirt.,Someone rides a bicycle while wearing a helmet.,0,standard,0,1,1
A blond woman talking on her cellphone as her hair blows,a woman talking to the TV,2,standard,2,2,1
A blue race car slides off the racetrack and hits white median bumpers with its rear.,The automobile lost control and hit something.,0,standard,0,1,1
A football player in a blue and yellow uniform is tackling another player in a white and gold uniform.,The football player is drinking water on the bench.,2,standard,2,2,1
Three young indian children play wiffle ball.,Three children play wiffle ball.,0,standard,0,2,1
Two kids standing beside a snowman.,Two children lie by a pool in summer.,2,standard,2,1,2
A dog running on grass,A dog is playing outside.,1,standard,0,1,2
"An outdoor rodeo, with a cowboy in a red shirt riding a bucking horse while others watch from the sidelines.",A cowboy is wearing a red shirt,0,standard,0,1,1
A woman walks on a sidewalk wearing a white dress with a blue plaid pattern.,The woman is walking outside.,0,standard,0,1,1
A person is surfing on a large wave.,The person is in a surfing competition.,1,standard,1,1,1
A man in black reading a book for a group of people.,The man is reading.,0,standard,0,2,2
A barefooted adolescent boy in a yellow shirt reaching the top of a small skateboarding ramp.,the boy is flying a helicopter,2,standard,2,2,1
A woman walks next to a subway exit.,A woman walks next to a subway exit.,0,standard,0,2,2
A dog carrying a stick in its mouth runs through a snow-covered field.,A animal carried a stick through a snow covered field.,0,standard,0,1,1
A girl wearing a maroon shirt leaps into the air while in the woods.,A girl leaps up to pick a fruit from a tree in the woods.,1,standard,1,2,1
A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass.,a woman is sleeping,2,standard,2,2,1
Water polo swimmers competing for a loose ball.,A group of water polo swimmers swimming together in the pool.,0,standard,0,1,1
A man and a woman hug on a street.,A couple says a tearful goodbye.,1,standard,1,1,2
A large man dressed in black on a street corner by a red brick building.,A man got shot on the street corner.,2,standard,2,1,1
Six women that are showing their nationality by holding a flag.,Women are holding a flag,0,standard,0,2,1
A man doing maintenance on the railroad tracks,There is a man working on the railroad tracks.,0,standard,0,1,1
An African American wearing a red backpack looks the photographer as he walks past a concrete wall covered in graffiti.,an asian wears a red backpack,2,standard,2,1,1
A person performs a snowboarding trick on a rail as a man crouches down to get a better view.,The two men are skiing down the slope.,2,standard,2,1,1
"This is a picture of three young men, dressed in suits with one on a bike, and of a young lady wearing a white dress.",a dog sleeps,2,standard,2,2,2
A man on stage wearing a red shirt is zipping up his pants.,A man on stage wearing a shirt is zipping up his pants.,0,standard,0,2,2
A woman cooking and drinking wine from the bottle.,A woman is drinking expensive wine.,1,standard,1,2,2
A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.,A guy is standing in a bathroom.,0,standard,0,2,1
A baseball player is sliding into a base while the baseman is catching an incoming ball during a major league baseball game.,A baseball player slides into a base.,0,standard,0,1,1
A teenage is on a surfboard.,a teen is catching a big wave,1,standard,1,1,2
Two men in animal print pajama bottoms sleep on a bed.,Two men are in pajamas.,0,standard,0,2,2
The guys in white shirts horse around near a park.,Two guys both wearing long sleeve white shirts flirt with each other.,1,standard,1,1,2
A guy waxing a wooden floor with wax.,the guy is dead,2,standard,2,1,1
Several people mill around a sidewalk in front of a building looking as police put up crime scene tape.,Several people are outside.,0,standard,0,1,1
A man balances a ball on a Japanese umbrella.,A man sits and reads.,2,standard,2,2,2
A girl in a flower dress is running on sand.,The girl is wearing a green striped dress.,2,standard,2,1,2
Man in red shirt about to have a barbecue,Person in red shirt about to have a barbecue,0,standard,0,2,2
"A man dressed in a bronze suit, wearing bronze colored glasses, is accompanied with a bronze old fashion movie camera, motions taking a movie.",A man is filming a movie.,1,standard,0,2,1
A woman in a purple sweater has an odd look on her face.,A woman in a purple sweater and black jeans  has an odd look on her face.,1,standard,1,1,1
"Two men sitting on horses one wearing a cowboy hat, the other in a baseball cap, with a big tree behind them.",The men are practicing riding for a movie they are going to be in.,1,standard,1,1,1
a group of people riding bikes in a marathon as people line the street.,There are people riding bikes in a marathon.,0,standard,0,1,1
A poor family is leaving their home with only a few belongings.,A man eats a chalupa.,2,standard,2,2,1
A military group in uniform standing together while one of them gets their hat adjusted.,A drill instructor is adjusted a students hat before they preform at a funeral.,1,standard,1,2,1
A man in a black and blue jacket and a white helmet skiing down a hill swiftly.,A man goes down the ski hill swiftly because he is an expert.,1,standard,1,1,1
The brown dog next to the swimming pool has a ball in its mouth.,A dog died,2,standard,2,1,1
"Young boy with tongue out hula hooping with two hula hoops in a crowded area, man in blue shirt stands behind him.",A boy is hula hooping and having fun on a nice day.,1,standard,1,1,1
A woman is riding a horse along a track.,A woman is playing tennis.,2,standard,2,2,2
Older man with white hair and a red cap painting the golden gate bridge on the shore with the golden gate bridge in the distance.,A tall person with a cap,1,standard,1,1,2
A boy wearing orange star glasses is sitting down holding a toy hammer.,A dog and a pig play in some mud.,2,standard,2,2,2
A man is sitting outside next to fruit.,A man takes a break next to his freshly picked fruit.,1,standard,1,1,2
A boy in a baseball cap jumps over a flight of stairs.,A guy swimming in the pool.,2,standard,2,2,2
"A golden-colored dog, with his eyes alert, holds a brightly colored tennis ball in his mouth.",the Dog is black,2,standard,2,1,1
A large black and white dog is catching a Frisbee in the park with a crowd of people behind him.,"There's a crowd of people at the park, and a big dog gets in into the act, catching a Frisbee in its mouth.",0,standard,0,1,1
A female researcher videotaping a specimen.,A female is recording her research. `,0,standard,0,2,2
Several black children sit at a table with colorful laptops in front of them.,A group black children sit at a table with their new colorful laptops.,0,standard,1,2,2
"A small group of young black men, some in traditional African dress, are assembled outdoors.",The men are playing ice hockey.,2,standard,2,1,1
A little boy in a blue shirt holding a toy.,Boy dressed in red lighting things on fire.,2,standard,2,2,1
a bride and a groom at their wedding kissing,A new couple kiss every time someone rings a bell at the reception.,1,standard,1,1,1
An old man and lady in a white uniform is standing next to a man in black playing an instrument.,A man in black is playing an instrument.,0,standard,0,1,2
A man is holding a both a sleeping toddler and a sleeping baby on his lap.,A man holds two sleeping children.,0,standard,0,2,1
"A worker in a striped orange, gray, and white t-shirt hovers over a stand that is displaying different kinds of flat bread.",A butcher stands over his freshly cut meat.,2,standard,2,1,2
Group of women in red swimsuits perform a dance routine in the sand at 2008 beijing olympics.,Women wearing red dancing.,0,standard,0,2,1
Several men are sitting around a parking lot.,There is people outside.,0,standard,0,1,2
The streets are busy and people contemplate their futures.,People are screaming,2,standard,2,1,1
Man playing golf indoors with coat on.,A man is playing football indoors.,2,standard,2,2,2
Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air.,"They are hoping that they get a chance to perform, because it looks like it might rain.",1,standard,1,1,1
A young man is using gloves to control a device with wires in it.,A young man is working on the electrical wiring for a new factory.,1,standard,1,1,1
A woman is using Frisbees to play with a dog in front of a stadium crowd and a group of baseball players.,A woman is playing with a dog.,0,standard,0,2,2
A group of people playing guitars and singing.,The group is watching television and waiting for their lottery numbers to come up.,2,standard,2,2,1
A man sitting on the ground carving a green coconut with a large knife.,The man is black.,1,standard,1,1,1
Two men in shorts walking in front of a trashcan.,Two girls are jumping rope.,2,standard,2,2,2
A young man in front of a grill laughs while pointing at something to his left.,A young man is in front of a girll,0,standard,2,1,1
A person is climbing a cliff wall that overlooks water.,A person is climbing.,0,standard,0,1,1
A group of 9 men and women walking upstairs.,The group is working together.,1,standard,1,1,2
"Two men one in orange shirt, who is ahead, and one in green shirt running a race.",Two men wearing tags displaying their race numbers,1,standard,1,1,1
An elderly woman in a crowd pushing a wheelchair.,There is a young man in a crowd.,2,standard,2,1,1
A girl swings high in the air.,A girl is gaining momentum to flip off the swing,1,standard,1,1,2
A woman in a blue tank-top rides a blue bicycle in front of a crowd of meandering pedestrians.,A woman rides a bike in front of a crowd,0,standard,0,2,2
A little boy wearing a blue stiped shirt has a party hat on his head and is playing in a puddle.,The little boy is taking the bus to school.,2,standard,2,1,1
A team of people on a bike race.,The people are riding bikes.,0,standard,0,1,1
Three adult bystanders and one child looking up toward the sky while standing on the sidewalk.,Four people are looking at the sky.,0,standard,0,1,1
A graying man with glasses is standing in back of a barber's chair in a seemingly empty barber shop.,A man is sitting in a barber's chair inside an empty barber shop.,2,standard,2,2,1
"A japanese person with bleached blond-hair set in a design with spikes, wearing a black leather jacket.",The Japanese person with spiky blond hair wearing a jacket.,0,standard,0,1,1
Two people with bags next to a street at night.,It is day time,2,standard,2,1,1
A group of schoolgirls are standing together while one is taking pictures.,The schoolgirls are graduating soon.,1,standard,1,1,1
"These two dogs are outside, with one on the ground and one jumping in the air to get a ball.",Two little dogs are going for a walk.,2,standard,1,1,1
"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.",A person sits on some grass.,2,standard,2,1,1
A man in a bicycle is passing through a house with blue doors.,A man is on a bike.,0,standard,0,2,2
A man in a dark floral shirt and black jeans walks buy a brightly colored wall painted with a woman with bright green eyes.,There is a wall with a green eyed woman painted on it and a man walking past it.,0,standard,0,1,2
"A cowboy clown wearing a shirt with Tax on it, red suspenders, and a white cowboy hat talks into a wireless microphone.",A cowboy clown is is talking into a microphone at a rodeo.,1,standard,1,1,1
A woman is holding a sign that says honk to indict bush.,The woman has a mullet.,1,standard,1,2,2
A couple sitting in white lawn chairs are smiling at the camera.,Two people are posing for a photograph.,0,standard,0,1,1
A teenage girl stands in a large industrial garage with two boys sitting in the background.,A group of teens are waiting for their parents in a large garage.,1,standard,1,1,2
Two women and a man are in a sporty red convertible in front of a large group of people on the sidewalk.,Two women are in a car with a man.,0,standard,0,2,2
Several smiling people of varying ages sitting around a table with glasses of beer in front of them.,Several people are celebrating their company going public.,1,standard,1,1,1
Police officer with riot shield stands in front of crowd.,A police officer stands in front of a crowd.,0,standard,0,1,1
Two girls laying in the grass smile as their picture is taken.,Girls are laying in the grass.,0,standard,0,2,1
A group of people are at a conference watching a slideshow.,A group of men are at a conference watching a slideshow.,1,standard,1,1,1
A woman is riding a bike as a child rides on the back of the bike.,A woman is sitting on a bench.,2,standard,2,2,1
Three people are taking a photograph of a young woman sitting in the middle of the street.,Photographers trying to get the perfect photo before the daylight fades.,1,standard,1,1,1
Riot police are standing in the background while a young man with a red scarf covering his face is walking.,a dog sleeps on a pillow,2,standard,2,2,1
A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is sitting down.,2,standard,2,1,1
Several men are sitting around a parking lot.,The people are tailgaiting.,1,standard,2,1,2
A skateboarder does a trick at a skate park.,The skateboarder is at a concert with his girlfriend.,2,standard,2,2,1
"A group of grimacing males is running on green grass, several of them are wearing Nike sneakers.",The men are all wearing sandals.,2,standard,2,1,1
Two men inside a tent are examining the floor.,men looking at the floor because they are uncertain,1,standard,1,1,1
A woman dangles from a blue fabric connected to a tree.,A woman is walking through town.,2,standard,2,2,2
Four speed skaters representing different countries are racing across ice in front of camera people.,Jake is talking on the phone.,2,standard,2,1,1
A dog running in the sand.,A dog is running outside at the beach.,0,standard,1,2,1
The pets play in the apartment.,The animals are playing outside.,2,standard,2,1,2
A man carrying a bag from a stick is walking down the sidewalk.,There is a man walking.,0,standard,0,1,1
"A brown dog is laying on his side on a beige carpet, with a green object in the foreground.",The dog has his favorite toy next to him as he lay down.,1,standard,1,1,0
"A man, with a green cloth over his face, rests with his arms crossed beside a tan wall.",The man is at the rodeo watching bull riding.,1,standard,2,1,2
"Torch-bearing runner, about to be photographed by onlooker, enjoys the smiles and shouts of the crowd.",The runner is an olympian.,1,standard,1,1,1
A man playing a unique violin while looking up at the ceiling.,The man is sitting on Santa's lap.,2,standard,2,2,2
A woman observes a rusted antique car.,A woman is driving off a cliff.,2,standard,2,2,2
A woman with a red and white piece of clothing draped over her arm rides a pink cruiser-style bicycle down a boardwalk.,A woman sits on bicycle seat.,0,standard,0,1,2
A woman in a kitchen holds a can surrounded by bowls.,The woman is holding something.,0,standard,0,0,1
"A toddler in a blue one-piece plays with a stack of plastic tubs, while toys are scattered on the floor behind him.",The baby is playing with things on the floor.,0,standard,0,1,1
An asian man wearing a blue shirt is kicking up water.,An asian man is getting his shoes or feet wet.,0,standard,0,1,2
A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window.,A man with his food cart.,0,standard,0,1,1
A man in a small kayak is floating down the river.,A man is in a boat.,0,standard,0,2,1
"A four piece male band which includes two saxophone players, a trumpet player and a trombone player are playing on a stage while two other males are dancing in front of the band.",Some people are performing.,0,standard,0,1,1
A black and white dog running through shallow water.,Two dogs running through water.,0,standard,0,2,2
A man in apron and latex glove cleaning the desk tables in a theater type auditorium.,The man cleaning the auditorium is white.,1,standard,1,1,2
There is a group of three women and one man singing while one of the woman plays a guitar.,People singing,0,standard,0,2,1
A singer is performing before a small crowd outside.,A heavy metal band plays an arena show.,2,standard,2,1,1
Children standing and climbing near a fountain.,Kids standing and climbing.,0,standard,0,1,1
Two men and three women are sitting at a rectangular wooden table drinking beer from glasses of various shapes.,A group of people having drinks while they discuss a future business plan.,1,standard,1,1,1
A man standing up in a rowboat with a bird perched on the boat.,A rowboat is out on the water with a man standing in it.,0,standard,0,1,2
A man in a black shirt is playing a guitar.,He is playing a song.,0,standard,0,1,2
A soccer game in a large area with 8 yellow players and 4 black players.,There is a soccer game with 12 players.,0,standard,0,1,1
A girl is using an apple laptop with her headphones in her ears.,with headphones on the girl used a computer,0,standard,0,2,1
A young boy wearing a military sunhat catches a Frisbee outdoors.,the boy is ten years old,1,standard,1,1,1
"A young boy carries a green, white, and red flag and walks next to a woman.",The woman walking next to the boy carrying the flag is tall.,1,standard,1,1,2
A woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book.,People read.,1,standard,0,0,2
Two women are wet while holding hands with a long building and buses in the background.,Dogs are eating ice cream.,2,standard,2,2,2
A man in a white shirt has his mouth open and is adjusting dials.,A man is wearing white.,0,standard,0,1,2
Two young boys are in a green kayak in the grass.,The boys are asleep.,2,standard,2,2,2
"A child in a red jacket, waist deep in a pit on the beach.",A girl is digging a hole to lay in on the beach.,1,standard,1,2,2
A lady is standing up holing a lamp that is turned on.,The lamp has a busted bulb.,2,standard,2,1,1
A guy wearing a black shirt and gray pants pushing his shopping cart past a candy aisle of a Walmart.,An old man is buying some chocolate.,1,standard,1,2,1
A woman in a striped shirt posing for the camera while another woman holding a drink looks on.,The woman looks on as she holds a drink.,0,standard,0,2,1
"A curly-haired redhead is wearing a blue checkered hat, a black long-sleeve shirt, and blue jeans while holding a red jacket as she speaks to her friends standing behind her.",A redhead is talking to her friends.,0,standard,0,1,1
"Street vendors sell various wards, including pineapples and soccer balls.",Street vendors are closing their shops.,2,standard,2,1,1
four men are wearing red baseball caps and orange and yellow shirts.,There is a group of men.,0,standard,0,1,1
A young boy is looking into a silver cellphone while resting his light brown-haired head on top of a resting blond dog's head.,A person looking,0,standard,0,1,2
Two cars are parked by a body of water by some cranes.,Two cars parked near a body of water and a crane outside.,0,standard,0,2,2
Two men exchange conversation in a crowded place.,Two women exchange conversation in a crowded place.,2,standard,2,1,2
A cleaning women looking into a mall trashcan,The woman found a humean finger.,2,standard,1,2,2
Young girl playing with chocolate milk powder.,The girl is a grandparent,2,standard,2,2,2
Two people are in the ocean.,The two ocean goers are human.,0,standard,0,0,2
Three people in coats stand in front of a blue building.,Three people in coats are standing in front of a building.,0,standard,0,1,1
A young man in front of a grill laughs while pointing at something to his left.,A man is outside,0,standard,0,1,1
"A gray-haired woman wearing tan pants, a yellow and white jacket and sunglasses is sitting on a bench.",The woman is reading.,1,standard,1,2,1
Two women in bathing suit on large rocks at the ocean.,two women are outside,0,standard,0,1,1
Two young males playing basketball on a basketball court.,The high school freshmen practice in hopes of making varsity.,1,standard,1,1,1
"A crowd is watching 2 shirtless men, one in yellow pants and one in black shorts perfom.",A crowd watches two men dressed in suits play guitars.,2,standard,2,2,1
"man in mid stride suspended in air, about to swing a tennis racket on a tennis court.",Man about to swing a tennis racket on a tennis court to win the game.,1,standard,1,1,1
Trying very hard not to blend any of the yellow paint into the white.,Someone is painting.,0,standard,0,2,1
A young girl kisses a ring-bearing boy at a wedding.,Two kids are playing tag.,2,standard,2,1,1
A curly-haired child is blowing away dandelion seeds while laying in a field of lush green grass.,A child is laying down outside.,0,standard,0,2,1
A brown dog with a purple Frisbee in its mouth.,The dog is catching a Frisbee.,1,standard,0,1,1
"There are three men in this picture, two are on motorbikes, one of the men has a large piece of furniture on the back of his bike, the other is about to be handed a piece of paper by a man in a white shirt.",Three men are on motorcycles.,2,standard,2,2,0
Seven people ride motorbikes through a sand course.,Seven people are racing in the parking lot at the grocery store.,2,standard,2,1,2
I think this lady is waiting for a cab.,The lady is late for a meeting.,1,standard,1,1,1
A white dog is walking on a rocky hillside.,A dog runs through a grassy field.,2,standard,2,2,2
A person is riding a colorful dirt bike on dirt hills.,A boy races his dirt bike outside.,1,standard,1,1,1
A soldier is handing a picture to a woman holding a Donald Duck bag.,A soldier hands a woman a picture.,0,standard,0,2,2
Seven people are riding bikes on a sandy track.,The people are riding bikes on a street.,2,standard,2,1,1
Three people are standing on the dock of a boat looking at something off-camera.,three people are standing on a dock,0,standard,0,2,1
A man cooks a large amount of shellfish in a wok outdoors.,The  shellfish  was cooked  in  awok.,0,standard,0,1,1
Two children are sleeping while someone is fingering through a book of music.,The music is quiet.,1,standard,1,2,2
"Two men, one in a gray tattered suit and the other in a brown shirt, are looking down.",Two  people are looking down from the roof.,1,standard,1,1,1
Two dogs play,The dogs are friends.,1,standard,1,1,2
An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.,The man is fixing the bike for his son.,1,standard,1,1,1
Child inside of large snow fort.,A child within a snowy structure.,0,standard,0,2,2
Two men are listening to music through headphones.,Two men listen to music.,0,standard,0,2,2
The lady wearing a red coat is giving a speech.,Woman is the center of attention.,0,standard,0,1,2
A little girl with brown hair is blowing the petals off of a flower.,A little girl is blowing the petals.,0,standard,0,1,1
The little boy in jean shorts kicks the soccer ball.,A little boy is shooting a basketball.,2,standard,2,2,1
A person with an electric drill doing something to a toy animal.,The person is making a hole.,1,standard,1,1,1
The baseball player is running after the ball.,The player dropped the ball.,1,standard,2,1,1
A man in a straw hat shades his phone while others walk on a busy sidewalk.,The man is trying to see his phone in the sun.,1,standard,2,1,1
"An older man wearing glasses, striped shirt and green jacket carries a bouquet of flowers down a street.",An old man walks outdoors on a fall morning.,1,standard,1,1,2
A woman walking in front of a yellow building.,The woman is walking for exercise.,1,standard,1,1,2
A guy on a waterskiing board is doing a stunt.,The guy is doing a stunt.,0,standard,0,1,1
A young girl who is barefoot and with a scarf over her head dips her pen in ink and writes in a notebook.,girl is writing,0,standard,0,2,1
Two guys are wearing uniforms who are running in the grass.,Two guys wearing tutus are playing basketball.,2,standard,2,2,1
"A blue uniformed rollerskater is struggling for the lead against a long-haired, tattooed and red uniformed rollerskater.",The rollerskaters are well informer.,2,standard,1,1,1
A young boy and his dog play at the edge of a public beach.,the pig eats cows,2,standard,2,2,2
"This mother and her daughter and granddaughter are having car trouble, and the poor little girl looks hot out in the heat.",The car that belongs to the family is having issues.,0,standard,1,1,1
People riding on a tour bus in a parade wave to the bystanders.,The people are waving.,0,standard,0,1,2
A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.,0,standard,0,2,2
Two men in animal print pants sleep on a white bed.,A woman watches TV.,2,standard,2,2,2
Men are running and jumping and twisting in the air as a crowd of people watches.,Men perform gymnastics tricks at a live show.,1,standard,1,1,1
"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue.",The women are all wearing blue.,2,standard,2,1,1
Two girls slide down the air-filled slide.,The boys are swimming in the pool.,2,standard,2,1,1
The motorcyclist race on the course.,The man on the motorcycle road across the course while people chase him.,0,standard,1,1,2
A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun.,A man naps in a sunny park.,0,standard,0,2,2
Two men are listening to music through headphones.,Two men play with yo-yos.,2,standard,2,2,2
An Indian woman is washing and cleaning dirty laundry at a lake and in the background is a kid who appears to have jumped into the lake.,An Indian woman is doing her laundry in a lake.,0,standard,0,2,1
Three men converse in a crowd.,Three men discuss politics in a crowd,1,standard,1,2,2
A young girl jumps high with the help of her bungie harness device and a safety spotter.,"A child jumps high, assisted by a spotter and a harness.",0,standard,0,1,1
The wrestler in white shorts is preparing to body slam his opponent in black shorts while the referee prepares to jump in.,The athletes are wrestling.,0,standard,0,1,1
A man in a black shirt holds a smiling baby while another person in a blue shirt stands in the foreground.,A wife holds the baby while her husband stands nearby.,1,standard,2,1,2
a little girl sitting in a seat.,She is standing on the seat.,2,standard,2,2,2
"Two men, two children, and a woman all sitting down near a stand filled with purses.",A group of people are sitting down,0,standard,0,1,2
Three men sit on a bench outside.,Three businessmen sit on a bench discussing capital gains taxes.,1,standard,1,1,1
Trying very hard not to blend any of the yellow paint into the white.,Someone is painting a house.,1,standard,1,2,1
A group is gathered outside holding flowers.,The flowers are all red,1,standard,1,1,2
A smiling woman is playing the violin in front of a turquoise background.,A woman is playing an instrument.,0,standard,0,1,1
A man walking towards the open sea.,Man is swimming.,2,standard,2,2,2
Two people one in a brown shirt wearing a backpack and the other wearing a pick sweater and bike helmet are kneeling at a bicycle tire.,Nobody has a shirt on,2,standard,2,2,1
"The strangely dressed guys, one wearing an orange wig, sunglasses with peace signs, and a karate costume with an orannge belt, another wearing a curly blue wig, heart shaped sunglasses, and a karate outfit painted with leaves, and the third wearing pink underwear, a black afro, and giant sunglasses.",There are people wearing outfits.,0,standard,0,1,1
A man on stage holds a hello kitty guitar and looks to the right of the picture.,The man doesn't have anything in his hands.,2,standard,2,1,2
a skateboarder is performing stunt on a graffiti covered skateboard ramp.,A skateboarder likes to skateboard on ramps.,1,standard,0,1,1
Seven children all jump as the photo is taken.,Seven children stand still as the photo is taken.,2,standard,2,1,1
"A West Virginia university women's basketball team, officials, and a small gathering of fans are in a West Virginia arena.",a dog barks,2,standard,2,0,1
Show dancers performing in sync with purple background lights.,The dancers are performing at the concert.,1,standard,1,1,1
Two women stop between a red smart car and a group of photographers to examine their items in hand.,Everyone pictured is male.,2,standard,2,1,1
several people standing below a clock tower with two clock faces.,several people are surfing,2,standard,2,2,0
"A woman wearing a vertical striped top, sitting on a bench beside a telephone booth in a train station.",A woman waits for a train.,1,standard,1,2,1
"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue.",The women are rivals.,1,standard,1,1,1
"A man with the name tag ""Chris"" who is wearing a blue shirt with blue-white striped tie, presses his hand at his forehead.",A man is named Chris,0,standard,0,1,1
Two young children cook by sitting on the kitchen counter.,The kids are playing Ticket to Ride while riding a kayak down the New River.,2,standard,2,2,2
"A woman is standing near the water, looks to be throwing something.",The man is standing near the water.,2,standard,2,1,1
A man is herding horned cows on a horse.,A person is chasing animals.,0,standard,0,2,2
"A person in a white t-shirt, military print cap and red bandanna with a skeleton on it covering most of the person's face.",The bandanna is blue.,2,standard,2,1,0
A girl in a pink sundress rides a bike next to a white picket fence.,A girl rides a bike.,0,standard,0,2,2
A woman in a white dress walking down the street with a woman in a purple shirt crossing the street.,The dress is white.,0,standard,0,1,2
A square full of people and life.,The square is busy.,0,standard,0,1,1
A little girl looking at a large boulder,A girl is near the ledge of a cliff.,1,standard,1,1,2
A young girl in red pants looks at a window mannequin as people walk past.,A girl is in front of a window.,0,standard,0,1,1
"A young woman in a green ""Aeropostale"" shirt and a green bracelet with a black purse, looking down with pursed lips.",The shirt is white.,2,standard,2,1,1
A downtown shot of a man on his cellphone under an awning.,A golfer swings his club at the ball while his friends laugh.,2,standard,2,1,1
Two women talking over a glass of wine.,Two women are drinking wine and having a conversation.,0,standard,0,1,2
The brown and black dog has his mouth open.,a person jumps high,2,standard,2,1,1
"While some people look in the barn, others walk on the bridge and some are enjoying cooling off in the water by the beach.",The people are sleeping in bed.,2,standard,2,2,2
A man in a green shirt and black hat is smoothing concrete.,A person is resurfacing the sidewalk of a well known street.,1,standard,1,1,2
A girl in a pink shirt tries to dump a bucket of water on another girl.,The girls are playing a game.,1,standard,1,1,2
Children participating at a party while looking at the one kid in exuberance over the new toy.,A child is in the gym playing basketball,2,standard,2,2,1
A man in his skateboard jumping over a grocery cart as his friends in the back watch.,The man is a professional skateboarder.,1,standard,1,1,1
An older man looks over a younger man wielding an ax chopping wood in a fall setting.,Father and son get firewood for the winter.,1,standard,1,1,1
A female acrobat wearing a red and white striped shirt and blue pants performs on a pole.,A female acrobat does her show in the center ring.,1,standard,1,1,1
A little girl in pink boots runs down the street.,A little girl in pink boots is sitting in a chair.,2,standard,2,1,2
"A girl dressed in a pink shirt, jeans, and flip-flops sitting down playing with a lollipop machine.",Nobody has a shirt,2,standard,2,2,2
A man in a lab coat looking into a microscope with containers in the background.,A man with a lab coat works in a lab.,1,standard,0,1,1
The brown and black dog has his mouth open.,a dog is hot,1,standard,1,2,1
A group of constructions workers lifting a bathtub.,Humans working,0,standard,0,1,2
Young male in blue shirt and tan pants rollerblading.,The young man is at the skating rink.,1,standard,1,1,1
A group of people are gathered in the woods around trees and a ladder.,Miners work hard at gathering coal.,2,standard,2,1,2
Two black dogs run along the green grass.,Two dogs run along the lawn.,0,standard,0,2,1
A Black woman on the street is talking on her cellphone.,"A black woman is on her cell phone, calling the cops.",1,standard,1,1,1
The dog is walking in the snow.,The snow is hot,2,standard,2,2,2
A girl and boy are smiling in a green hallway.,People are standing in a hallway.,0,standard,0,1,2
Two men in a black in red vehicle on the beach.,The vehicle is large.,1,standard,1,1,2
A boy toddler play outside on a clothes rack full of tied dye shirts.,A toddler is playing outside.,0,standard,0,1,2
A woman with blond-hair is sitting at a table and talking to a man with glasses.,Two men read the paper at a cafe.,2,standard,2,2,2
Man sitting down in a asian custom and styled room.,A man sitting down indoors in a room.,0,standard,0,1,1
Sidewalk flower cart vendor.,Vendor baking a cake.,2,standard,2,2,2
A little boy smiles while playing in the dirt.,Nobody is smiling.,2,standard,2,2,1
A man in a blue shirt leans on a wall beside a road with a blue van and red car with water in the background.,The man in the blue shirt is sitting on a bench,2,standard,2,1,2
A woman at a campground.,A woman outside.,0,standard,0,2,2
A group of men in fatigues eat at a fast food restaurant.,There is a group of women.,2,standard,2,1,1
Two men standing near a metal structure in front of a brick wall.,Adult males stand in front of a brick wall near something made of metal.,0,standard,0,1,2
A woman get some food from under a blue tent.,the dog is eating a banana,2,standard,2,2,2
A group of 9 men and women walking upstairs.,The group is in a building.,0,standard,0,1,2
A man in a uniform is standing on the beach with a camera in his hands.,Bob was told the circus would be more fun.,2,standard,2,1,2
"A male child with blond-hair, green eyes, and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row.",A person in a shirt,0,standard,0,1,1
"Two young girls are playing large stringed instruments behind music stands, with a window in the background.",The girls are writing an essay.,2,standard,2,2,2
A lady wearing a red and white polka dot swim cap is swimming in a pool.,Woman practices for a swim meet in a local pool.,1,standard,1,1,1
Two young men in unusual clothing are jumping in a gym.,The young men are lying in the sand,2,standard,2,2,1
A woman in a purple shirt buying food from a street vendor.,A woman makes a purchase from a vendor outside.,0,standard,0,1,1
The man and woman are both smiling.,A man and a woman are frowning looking at the clock.,2,standard,2,2,1
Two toddler girls appear to enjoy basking on a pile of leaves as they smile for the camera.,Two toddlers play on a pile of leaves.,0,standard,0,2,1
Woman being photographed near a bicycle.,Someone is shooting a photo.,0,standard,0,1,1
Two children lined up outside in a grassy field with their arms stretched out to the sides.,Two kids were arm in arm in a field.,2,standard,2,1,2
A man is sitting beside a bunch of material while sewing.,A man is painting on a canvas.,2,standard,2,2,2
a person holding a picture of a face in front of their own face sitting on a bench.,The person was standing on a roof.,2,standard,2,1,2
