premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
A cat is playing with a watermelon,The cat isn't playing with a watermelon,2,standard,2,0,1
A man is strumming the guitar,The man is playing the flute,1,standard,2,2,1
A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,1,standard,2,2,1
A bride with a black veil is looking down,A woman is looking down and is wearing a wedding veil,0,standard,0,1,1
A shoeless woman is sitting on a blanket under a lavender umbrella,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",0,standard,0,1,1
A person is pouring olive oil into a pot on the stove,A person is pouring oil for cooking into a pot,0,standard,0,2,1
"A girl in a uniform, which is blue, is lowering her arm","A girl in a uniform, which is blue, is raising her arm.",1,standard,2,1,1
A tiger is walking around,A tiger cub is making a sound,1,standard,1,2,1
A dog is swimming after a tennis ball,A cat is swimming after a tennis ball,1,standard,2,2,1
One man is turning on the microwave,One man is turning off the microwave,2,standard,2,2,1
Someone is stirring a pot of chili with a spoon,Someone is stirring chili in a pot,0,standard,0,1,1
A dog is running with a volleyball,A dog is running with a ball,0,standard,0,2,1
A man is on a rock high above some trees and is standing in a strange position,A hiker is on top of the mountain and is doing a joyful dance,1,standard,2,2,1
Two dogs are playing on the beach,A brown dog is running after a black dog on a rocky shore,1,standard,1,2,1
There is no guy leaping into the air in a wooded area,A guy is leaping into the air in a wooded area,2,standard,2,1,1
A person is wiping butter on a tray,There is no person buttering a tray,2,standard,2,2,1
There is no man loading a rifle with bullets,A woman is seasoning a piece of meat,1,standard,2,1,1
A daughter is being pushed by her father on a go-kart and another girl is watching,A father is pushing his daughter on a go-kart and another girl is watching,0,standard,0,1,1
Some cheers are being performed by the girl in the blue and white uniform,"A girl in a uniform, which is blue, is raising her arm.",1,standard,0,1,1
A family is not purchasing something at a vending machine,A family is purchasing something at the vending machine,2,standard,2,1,1
A father is pushing his daughter on a go-kart and another girl is watching,Two small children are playing with a toy car in the street,1,standard,2,2,1
A person is cutting some ginger,An onion is being sliced by a person,1,standard,2,2,1
There is no person kicking a soccer ball between somebody's feet,The soccer player is kicking the ball between somebody's legs,2,standard,2,2,1
There is no person riding a motorbike in the event related to motocross,The person is riding a motorbike on a sandy track,1,standard,2,1,1
A child is playfully swimming underwater in a pool,A child is swimming underwater in a pool,0,standard,0,2,1
A man is jumping a wall,A man is jumping onto a wall which is low,1,standard,1,1,1
Two adults are standing on a scooter in a field of yellow flowers,Two adults are standing on a scooter in a field of flowers,0,standard,0,2,1
A man is slicing a carrot with a knife,The woman is not slicing an onion,1,standard,2,0,1
There is no man pouring cleaner into the sink,A man is pouring cleaner into the sink,2,standard,2,2,1
The black and white dog is running outdoors,A black and white dog is running outdoors,0,standard,0,2,1
A monkey is practicing martial arts,There is no monkey kicking a person,1,standard,2,2,1
A man is going into the water,A man is coming out of the water,1,standard,2,2,1
The man is putting chicken into the container,A man is putting some food in a box,0,standard,0,2,1
A woman is dancing and a man is playing the keyboard,The woman is dancing and a man is playing the keyboard,0,standard,0,2,1
A man is riding an electric bicycle,A person is riding an electric bicycle,0,standard,0,1,1
A cat is playing with a small bottle,A bottle is being licked by the cat,1,standard,1,2,1
There is no snowboarder doing a flip over a mound of snow,A snowboarder is doing a flip over a mound of snow,2,standard,2,2,1
A toy train is violently striking a toy car,A toy train is striking a toy car,0,standard,0,2,1
A man is not playing keyboards,A man is riding a mechanical bull,1,standard,2,2,0
The woman is poking a potato,There is no woman putting a child in a waste bin,1,standard,2,2,1
A man is fitting a silencer to a pistol,There is no man fitting a silencer to a pistol,2,standard,2,2,1
A boy is knocking a dog with a bottle of water,The dog is knocking a boy into the water,1,standard,2,2,1
The land near a white bird is being watered swiftly,A white bird is landing swiftly in the water,1,standard,1,2,1
The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall,A woman is sitting and looking at the waterfall,1,standard,2,1,1
Two dogs are playing by a tree,A dog is leaping high in the air and another is watching,1,standard,1,1,1
A girl is riding a horse,The person is trotting on the horse,1,standard,1,1,1
The boy is not playing the piano,The woman is pouring oil into the pan,1,standard,2,2,0
Two dogs are resting on the beach,Two white dogs are running and jumping along a beach,1,standard,2,1,1
The young boy is running through the ocean waves,A child is running in and out of the ocean waves,0,standard,0,2,1
A young boy is singing and playing a guitar,A kid is playing the guitar,0,standard,0,2,1
A person is riding a jetski in the waves,A Seadoo is being ridden by a woman,1,standard,2,2,1
Two children and an adult are standing next to a tree limb,Two children are climbing a tree,1,standard,2,2,1
A tiger is sitting,A tiger is walking around a cage,1,standard,2,2,1
Someone is cleaning an animal,Someone is cleansing an animal,0,standard,0,1,1
Some men are running a race,Racers are running down a track,1,standard,1,1,1
A man is dangerously throwing knives at a tree,A magic trick is being performed by the magician,1,standard,2,1,1
A skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard,1,standard,1,1,0
Two men are taking a break from a trip on a snowy road,Two men are breaking into a car during a trip on a snowy road,1,standard,2,1,1
The cat is playing keyboards,A cat is playing keyboards,0,standard,0,2,2
A black dog is standing in shallow water,A black dog is standing in deep water,1,standard,2,1,1
A person who is practicing snowboarding falls from the air,A person who is practicing snowboarding jumps into the air,1,standard,2,1,1
"A dog next to a tree, which is probably a pine, is biting a bucket",A dog in a bucket is biting a tree which is probably a pine,1,standard,2,2,1
A person is dancing in the rain,A man is singing into a microphone,1,standard,2,1,1
Three friends are making faces for the camera,Two men and a girl in front of a wood panel wall are posing with funny faces,1,standard,1,2,1
A cat is playing with a device,Mud is being thrown to the playing boy,1,standard,2,2,0
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling","A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace ",1,standard,0,1,1
A black sheep is standing far from three white dogs,The white dogs are looking curiously at the black llama,1,standard,1,1,1
A black man is walking next to a shop in a big city,A black man is walking next to a building in a big city,0,standard,0,1,1
Three men are dancing,Some women are dancing,1,standard,2,1,1
There is no man slicing some bread,A man is slicing some bread,2,standard,2,2,1
The family is posing by a mantel and a Christmas tree,A family is posing by the mantel and the Christmas tree,0,standard,0,1,1
The helmeted girl is perching on a bike,A woman is performing a trick on a ramp with a car,1,standard,2,2,1
The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt,1,standard,2,2,1
There is no dog riding a skateboard,A dog is riding a skateboard,2,standard,2,2,1
A practicing jumper is tossing a person's snowboard into the air,The snowboarder is leaping over white snow,1,standard,1,1,1
A man is picking a can,A woman is slicing a tomato,1,standard,2,2,2
A man and a woman are running together and holding hands,A couple is running towards the ocean,0,standard,1,1,1
A piano is being played by a man,The play is about a happy boy playing the piano,1,standard,1,1,1
The man is slicing potatoes,A potato is being peeled by a woman,1,standard,2,2,1
There is no young child running outside over the fallen leaves,A young child is running down a gravel road that is covered with dead leaves,2,standard,2,1,1
A red dog is jumping and catching a tennis ball in its mouth,A tan dog is jumping up and catching a tennis ball,1,standard,2,1,1
Two people are riding a motorcycle,Two people are driving a motorcycle,0,standard,0,2,1
A brown and black dog is looking upwards,A brown and black dog is pointing the nose upwards,0,standard,0,1,0
There is no man sharpening a knife,A man is carrying a woman,1,standard,2,2,1
A man is sitting on a train and resting his hand against his face,A man is standing on a train and resting his hand on his lap,1,standard,2,2,1
Four dogs are playing in a grassy area,Four dogs are not playing in a grassy area,2,standard,2,0,1
Two children are playing on a statue,There are no children playing on a statue,2,standard,2,2,1
A man is standing shirtless in the street,A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street,1,standard,2,2,1
Someone is typing,Someone is putting away a keyboard,1,standard,2,2,0
A person on a bike is not in the air near a body of water,A person on a bike is in the air near a body of water,2,standard,2,2,0
Two kids are playing in a swimming pool with a green colored crocodile float,Two kids are pushing past a crocodile in an inflatable pool,1,standard,1,2,1
Three people are walking across a rope and wood bridge over a river,Three people are walking across a rope and steel bridge over a river,1,standard,2,1,1
A ball is being chased by a yellow dog,A yellow dog is chasing a ball,0,standard,0,2,1
Two people wearing helmets are riding over the yellow and white flowers,Two people wearing helmets are driving over the yellow and white flowers,0,standard,0,1,1
A brown dog is running in the snow,A dog is running through the snow,0,standard,0,2,1
Someone is drawing a person,The person is drawing,0,standard,0,1,1
A boy is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is playing in front of a water fountain,1,standard,1,1,1
A boy is playing on a toy phone,The man is handling a gun,1,standard,2,1,1
The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses,0,standard,0,2,2
A baby rhino is walking around a pen with its mother,"A rhino, which is little, is following an adult rhino",0,standard,0,2,1
A man in a purple suit is standing by a purple case and is playing a guitar,The man is putting away the guitar in the guitar case,1,standard,2,2,1
Two people are kickboxing and spectators are watching,Two young women are not sparring in a kickboxing fight,1,standard,2,0,1
The military officer is shouting at the recruits,An officer is talking to the recruits,1,standard,0,1,1
An Asian woman is holding a fur scarf,There is no Asian woman holding a fur scarf,2,standard,2,2,1
A man is riding a motorbike,A man is driving a motorbike,0,standard,0,2,0
The oriental lady is cutting a carrot into thin pieces,The oriental lady is not cutting a carrot into thin pieces,2,standard,2,0,1
The chef is carefully pouring oil in the pan,A man is pouring liquid into a pot,1,standard,0,2,1
A dog is running on the sea shore,A dog is running on the beach,0,standard,0,2,1
A tiger is walking around with no aim,A tiger is walking around aimlessly,0,standard,0,2,1
A person is wearing a red jacket and holding a beer,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,1,standard,1,1,1
Soccer players are kicking a soccer ball into the goal,A soccer player is missing a goal,1,standard,2,1,1
A woman is playing the flute,A man is playing the flute,1,standard,2,2,1
There is no man playing a flute,A man is playing an electronic keyboard,1,standard,2,1,1
The man is funnily playing the piano with his nose,A man is playing the keyboard with his nose,0,standard,0,2,1
Small children are getting off a statue in a park,Small children are climbing a statue in a park,1,standard,2,2,1
A woman is riding a horse,A man is opening a package that contains headphones,1,standard,2,2,1
A boy is running away from the fishing line,A young man is running away from the fishing line,1,standard,0,2,1
A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,1,standard,2,2,1
A person is peeling a banana,There is no man reading an email,1,standard,2,2,1
A man is walking along a path through a wilderness,There is no man peeling an onion,1,standard,2,2,1
"The male, who is dark skinned, is standing on one hand in front of a yellow building",The dark skinned male is standing on one hand in front of a yellow building,0,standard,0,1,1
There is no man slicing potatoes,A man is fitting a silencer to a pistol,1,standard,2,2,1
A man is playing a keyboard,A pianist is playing the keyboard,1,standard,1,2,1
The adults and children are not gathered near an outdoor seating arrangement,Adults and children standing and playing in front of steps near a wooded area,1,standard,2,1,1
A man is rapidly chopping some mushrooms with a knife,A man is quickly chopping some mushrooms with a knife,0,standard,0,2,1
A brown dog is running across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,1,standard,1,1,1
The woman is frying a breaded pork chop,The lady isn't breaking raw eggs into a bowl,1,standard,0,0,1
A brown and black dog is looking upwards,A black and brown dog is eyeing a fly,1,standard,1,1,0
The kid is happily sliding in the snow,The kid is sliding in the snow,0,standard,0,2,1
A little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is not looking,2,standard,2,1,1
A man in gold and purple is holding a rainbow afghan,A young woman is carrying a lot of colorful scarves on the beach,1,standard,2,1,1
A shirtless man is playing football on a field,A man with no shirt is holding a football,1,standard,0,1,1
A girl wearing a striped shirt is running barefoot on the sandy hill,A lady is mixing a meat mixture in a bowl,1,standard,2,1,1
A baby is talking,The child is silent,1,standard,2,1,0
The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The little girl is smiling and wearing a fake nose and glasses,0,standard,0,1,1
"Some corndogs are being eaten by two toddlers who are in a wagon, which is really small",Two young kids are eating corndogs,0,standard,0,2,1
A tiger is walking outside a cage,A tiger is walking around a cage,0,standard,0,2,1
A dog with a muzzle and a blue jacket is running around the yard,There is no dog with a blue blanket running through the grass,1,standard,2,2,1
A lady is surfing and riding a wave,A blonds girl is surfing,1,standard,1,2,1
Two children are stretching over some metal bars,A bike rider in a black and red uniform is standing on a dirt bike,1,standard,2,1,1
"A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head",A young girl is sitting in swimming gear,1,standard,0,1,1
A child is playing with a water spout outdoors and the rest of his family is watching,A boy is holding a hose next to a man and another boy is watching,1,standard,1,1,1
A man is cooking a snake,A man is roasting a snake,0,standard,0,2,1
Two dogs and two people are sitting in the woods,Two dogs and two people are walking in the woods,2,standard,2,2,1
A man and a woman are walking down the street of a city,A man and a woman are walking down a city street,0,standard,0,1,1
The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,0,standard,0,1,1
A little girl is smiling and running outside,A bride in a white dress is running,1,standard,1,2,1
The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,1,standard,0,1,1
A sea turtle is hunting for fish,The turtle isn't following the fish,1,standard,2,2,1
A boat is sailing quietly over the water,The guitar is being played by the man,1,standard,2,1,1
A grey silky dog is running in the grass and a brown dog looks on,A grey silky dog is lying in the grass and a brown dog is looking on,2,standard,2,1,1
Two men are holding fishing poles and fishing tackle,Two men are holding fishing poles,0,standard,0,1,1
A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,1,standard,2,2,1
A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A couple standing on the curb,1,standard,1,2,1
Some animals are playing wildly in the water,A few animals are playing in the water,0,standard,0,2,1
A person is cutting garlic into pieces with a knife,Someone is not putting ingredients into a wok,1,standard,2,2,1
A young man with brown hair and shades is sitting in front of some cans of soda,A young man with brown hair and sunglasses is sitting in front of some cans of soda,0,standard,0,1,1
A boy is checking a calendar,A boy is looking at a calendar,0,standard,0,1,1
A man is putting vegetables into a pot,Someone is adding ingredients to a pot,0,standard,0,1,1
A black dog is running in the snow,A dog is running through the snow,0,standard,0,2,1
A man is picking up a tree,A tree is being picked up by a man,0,standard,0,2,1
A man is in a parking lot and is playing tennis against a large wall,There is no man pointing at a car,1,standard,2,2,1
There is no clown singing and people are not dancing,A clown is singing,2,standard,2,2,1
A man in a red jacket and khaki pants is walking through an American state,A person in a red jacket and khaki pants is walking through an American state,0,standard,0,1,1
A woman is walking the dog down the street,The woman is walking the dog,0,standard,0,1,1
Adults and children standing and playing in front of steps near a wooded area,Adults and children standing and playing in front of a stair near a wooded area,0,standard,0,1,1
A dog with a blanket dyed in blue is running through the grass,A dog with a muzzle and a blue jacket is running around the yard,1,standard,1,2,1
A wet boy is jumping around on dirty and wet grass,There is no young boy covered in grass jumping near a wooden fence,1,standard,2,2,1
A man in a purple hat is climbing a rocky wall with bare hands,A rocky wall is climbed by a man in a purple hat with bare hands,0,standard,0,2,1
A woman is not riding a horse,A woman is riding a horse,2,standard,2,2,0
A small group of people are standing and two are sitting on the couch,A group of five young adults are lounging indoors,1,standard,2,1,1
A man is escaping a rising swamp,A man is coming out of the water,1,standard,0,2,1
Dogs are racing on a track,There is no dog racing on a track,2,standard,2,2,1
A young girl in a blue leotard is jumping in the air,There is no girl in blue jumping in the air,2,standard,2,2,1
The black dog is running through the grass,The black dog is not running through the grass,2,standard,2,0,1
A guy is mowing the lawn,There is no man mowing grass,2,standard,2,2,1
A woman is cracking eggs into a bowl,A woman is placing skewers onto a rack,1,standard,2,2,1
A dog with really long hair and a red vest is running in the grass,A dog with long hair and a red vest is running in the grass,0,standard,0,2,1
Five kids are standing close together and one kid has a gun,Five kids are standing close together and none of the kids has a gun,2,standard,2,2,1
Some women are sitting together near woven walls,Three women are sitting in a village,1,standard,1,1,1
An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,A woman is wearing sunglasses of large size and is holding newspapers in both hands,1,standard,1,1,1
"A person is climbing a rock with a rope, which is pink",One man is climbing the cliff with a rope,0,standard,1,1,1
A happy family is posing by the fireplace,A sad family is posing by the fireplace,1,standard,2,1,1
Two men are playing table tennis,Two men are playing ping pong,0,standard,2,1,1
The young boy is running through the ocean waves,The young boy is not running through the ocean waves,2,standard,2,0,1
A man is sprinkling shredded cheese on a pizza,A man is putting seasoning on a pizza,1,standard,0,2,1
A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,0,standard,0,1,1
A bride with a white dress is looking down,A bride with a white veil is looking down,1,standard,1,1,1
The tall person is setting fire to the cameras,The person is setting fire to the cameras,0,standard,0,1,1
Two children are playing in the surf,Two children are playing,0,standard,0,1,1
A young girl with a heart tank top is raising her hands as she is playing on a slide,A blond child is going down a slide and throwing up his arms,1,standard,1,2,1
Some water is being drunk by a cat,A truck is quickly going down a hill,1,standard,2,2,1
A man is chopping down a tree with an axe,A person is planting a tree,1,standard,2,2,1
A dog is looking at a store counter,A dog is looking around,1,standard,0,1,1
A dog is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball,0,standard,0,2,1
The man is eating,The person is eating,0,standard,0,1,1
The dog is snapping at some droplets of water,A dog is excitedly playing with water in the grass,1,standard,1,2,1
The lady is holding the paintbrush next to the artist's easel ,The girl in the blue coverall is painting,1,standard,1,1,1
A man who is playing is running with the ball in his hands,A player is running with the ball,0,standard,0,1,1
Two dogs are looking at something that is splashing in the water,Some dogs are playing in a river,1,standard,1,2,1
A man is singing and playing a guitar,Someone is singing about a man who plays the guitar,1,standard,1,1,1
A young man with brown hair and shades is sitting in front of some cans of soda,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,1,standard,1,1,1
A man is diving off a cliff,A man is riding a motorcycle,1,standard,2,2,1
The man is singing heartily and playing the guitar,A bicyclist is holding a bike over his head in a group of people,1,standard,2,2,1
A man is being stopped on a rope bridge,A man is walking slowly across a rope bridge,1,standard,1,1,1
A woman is cooking prawns,A woman is boiling shrimps,1,standard,2,2,1
Two dogs are running through the beach,Two dogs are running through the park,1,standard,2,2,1
The piano is being played by someone,Nobody is feeding an animal,1,standard,2,2,1
A man is wearing a straw hat and smoking a cigarette,The man in the straw hat is smoking a cigarette,0,standard,0,1,1
The man is doing floor exercises,A man is lazing,1,standard,2,2,1
The man is cooking slices of potato,The man is slicing a potato,1,standard,0,2,1
Three people are driving four wheel ATVs in a field,ATVs are being driven by three people,0,standard,0,2,1
A man is dancing,A person is dancing,0,standard,0,1,1
Two dogs are playing inside,Two brown and white dogs are fighting on a grassy area in front of a tree,1,standard,2,2,1
A man is crouching and holding a camera,A person is crouching and holding a camera,0,standard,0,1,1
A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,1,standard,2,1,1
A woman is staging a dance,A woman is dancing and a man is playing the keyboard,1,standard,1,2,1
A young black child is standing on the edge of a body of water near some buckets,A young black child is waiting on the edge of a body of water near some buckets,0,standard,0,1,1
A concentrated woman is playing flute,A woman is playing flute,0,standard,0,2,1
The man is cutting cooked octopus,The woman is cutting cooked octopus,1,standard,2,2,1
A white rally car is throwing mud into the air and is approaching a bend in the track,A white racing vehicle is driving through a puddle,0,standard,0,1,1
A boy in his teens is talking to a girl with a webcam,The teens are talking to a boy and a girl with a webcam,1,standard,2,1,1
An animal is resting,An animal is running in circles,1,standard,2,2,0
Two people are talking,Two men are playing guitar,1,standard,2,1,0
There are no people flipping the tires of a tractor,Two men are competing in a tire rolling race,1,standard,2,1,1
A white horse is being ridden by a man in a blue cowboy hat,A man in blue is riding a horse on a dirt road,1,standard,1,2,1
A man is dancing,A man is silent,1,standard,2,0,1
A tiger is walking around aimlessly,A tiger is pacing around a cage,1,standard,2,2,1
Someone is cutting a tomato,The person is slicing a vegetable,0,standard,0,1,1
A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool,0,standard,0,1,1
A little boy is running on the ground and playing with a little girl,The little boy is running on the ground and playing with a little girl,0,standard,0,2,1
A few men are cheerfully playing cricket,People are playing cricket,0,standard,0,2,1
A monkey is teasing a dog at the zoo,A dog's tail is being pulled by a monkey,1,standard,1,2,1
The dog is chasing the ball,A dog is chasing a ball,0,standard,0,1,0
A rabbit is playing with a toy rabbit,A rabbit is playing with a stuffed bunny,0,standard,0,2,1
The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is not being surrounded by photographers,2,standard,2,0,1
A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",1,standard,1,1,1
A man is being roped by a climber,A rope is being climbed by a man,1,standard,0,1,1
A man is playing the drums,Guitar is being played by a man,1,standard,2,2,1
A woman is boiling shrimps,There is no woman combing her hair,1,standard,2,0,1
The south African plane is flying in a blue sky,An airplane is flying through the air,0,standard,0,2,1
There is no family posing by the mantel and the Christmas tree,A family is posing by the mantel and the Christmas tree,2,standard,2,1,1
A man is outside close to a target for blade throwing,The man is throwing knives at a tree,1,standard,1,2,1
A man is playing a flute,A man is playing a guitar,1,standard,2,1,1
A white dog is standing on a grassy hillside,A dog is standing on the side of a mountain,1,standard,2,2,1
Two dogs are running through high grass,Two animals are running through high grass,0,standard,0,2,1
The food on the trays isn't being eaten by the kittens,The food on the trays is being eaten by the kittens,2,standard,2,2,1
A dog is crossing a river on a bridge made from a fallen tree,There is no dog crossing a river on a bridge made from a fallen tree,2,standard,2,2,1
A group of people is on a beach,Four people are walking on the beach,1,standard,1,1,1
People in costumes are sitting in the street,People in costumes are walking around in the street,1,standard,2,1,1
A wet boy is cheerfully jumping around on dirty and wet grass,A wet boy is jumping around on dirty and wet grass,0,standard,0,1,1
The man is aiming a gun,The man is handling a gun,0,standard,0,1,0
An onion is being sliced by a woman,A woman is slicing an onion,0,standard,0,2,1
Two boys and a man are playing games at an arcade,Two kids and a man are playing games at an arcade,0,standard,0,2,1
The man is standing in a lake near a waterfall,The man is standing in a body of water near a waterfall,0,standard,0,1,1
The man is drawing,The woman is drawing a man,1,standard,2,1,1
A woman is cutting broccoli,A man is cutting tomatoes,1,standard,2,2,1
A person is packing a zucchini,A woman is scrubbing a zucchini with a vegetable brush,1,standard,2,2,1
An oriental man and two women are facing a camera,There is no group of people standing together and looking at the camera,2,standard,2,2,1
A cat is playing a piano,A cat is playing keyboards,0,standard,0,2,2
A man is running,There is no man running down the road,1,standard,2,2,1
A woman is surfing,A blond girl is riding the waves,1,standard,1,1,1
A man is picking up a tree,A man is dropping a tree,1,standard,2,2,1
There is no woman slicing a carrot,A woman is slicing a carrot,2,standard,2,2,1
The man is standing on a rocky mountain and gray clouds are in the background,"The man is standing on a mountain, which is rocky, and gray clouds are in the background",0,standard,0,1,1
A dog is running on the ground,A girl is tapping her fingernails,1,standard,2,2,1
There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,1,standard,1,1,1
Two people are walking near the water,Two people are standing in the ocean and watching the sunset,1,standard,2,1,1
A man is singing and standing on the sidewalk,A man is fishing in the river,1,standard,2,2,1
The man is removing sliced cucumbers from water,A man is cooking a snake,1,standard,2,2,1
There is no woman driving a car and talking to the man seated beside her,The woman and the man are travelling by car,0,standard,2,1,0
A woman is frying something in a pan,A man is not playing the guitar,1,standard,0,0,1
Grass is being mowed by a man,A man is mowing grass,0,standard,0,2,1
A boy is happily playing the piano,A piano is being played by a person,0,standard,0,2,1
A man is slicing a potato,There is no man slicing a potato,2,standard,2,2,1
A woman is peeling a potato,The potato is being peeled by the lady,0,standard,0,2,1
A man is petting two dogs,A woman is pouring eggs into a frying pan,1,standard,2,2,1
The man is playing an acoustic guitar,There is no man playing the guitar,2,standard,2,2,1
A brown and white dog is jumping in the air with a tennis ball in its mouth,A brown and white dog is resting on the ground with a tennis ball in its mouth,2,standard,2,2,1
A cat is eating corn on the cob,There is no cat eating corn on the cob,2,standard,2,2,2
A boy is looking at a calendar,There is no boy looking at a calendar,2,standard,2,2,1
The man is not cutting a paper plate,The man is cutting a paper plate,2,standard,2,2,1
Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are not getting airborne on a track near water and a skyline,1,standard,2,0,1
There is no cyclist performing a jump on a bicycle,A bicyclist is performing a trick over a heavily graphitized wall,1,standard,2,1,0
A man is reloading a shotgun,A man is shooting a shotgun,1,standard,2,1,1
A baby elephant is not eating a small tree,A baby elephant is eating a small tree,2,standard,2,2,1
An animal is biting a person's finger,An animal is biting someone's finger,0,standard,0,2,1
A baby rhino is shunning an adult rhino,A baby rhino is walking around a pen with its mother,1,standard,2,2,1
A man is riding a horse in a sandy land,A guy is riding a horse,0,standard,0,2,1
Two men are fighting in a cow pasture,Two men are fighting in a pasture for cows,0,standard,0,2,1
Three men are walking across a rope and wood bridge over a river,Three people are walking across a rope and wood bridge over a river,0,standard,0,1,1
A man is eating near the kittens,Some kittens are eating,1,standard,2,2,1
A man is driving a car,A man is driving a vehicle,0,standard,0,0,0
A dog is chasing a ball on the grass,A dog is losing a ball on the grass,1,standard,1,1,0
A kid is splashing in the ocean,Two children are not playing in the surf,1,standard,2,0,1
A woman is putting on eyeshadow,Eyeshadow is being put on by a woman,0,standard,0,1,1
A man is singing and walking down the road,A man is singing and walking down the sidewalk,1,standard,2,2,1
A light brown dog is running in the water,A light brown dog is sprinting in the water,0,standard,0,1,1
The black and white dog isn't running and there is no person standing behind,A little dog is sprinting and its owner is trying to catch it,1,standard,2,1,1
A man is not playing a guitar,Someone is playing a piano,1,standard,1,2,0
A man is speaking on a stage,A man is speaking on a podium,1,standard,2,1,0
A woman is not talking on a telephone,A woman is talking on a telephone,2,standard,2,2,0
The woman is picking up and holding a baby kangaroo,"A woman is picking up and holding a kangaroo, which is a baby, in her arms",0,standard,0,2,1
Two white dogs are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a toy,0,standard,1,1,1
Two men are walking through the water,Two men are swimming in deep water,1,standard,2,2,1
A boy is playing on a toy phone,A boy is playing on a toy,0,standard,0,1,1
The person is practicing the guitar,The guitar is being sold by a lady,1,standard,2,1,1
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a road,0,standard,0,2,1
"A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background",A topless person with a back pack is in front of a pile of rocks and clouds are in the background,0,standard,0,1,1
Some ferrets are climbing down from a shelf,Ferrets are climbing down from a shelf,0,standard,0,2,1
A man and a woman are jumping on the curb,A man and a woman are standing on the curb,1,standard,2,1,1
A man is playing the guitar,A man is dropping the guitar,1,standard,2,1,1
There is no person throwing a cat at the ceiling,A person is throwing a cat at the ceiling,2,standard,2,2,1
Three children are running up a grassy hillside,Three children are running down a grassy hillside,1,standard,2,2,1
A fur scarf is being held by an Asian woman,An Asian woman is holding a fur scarf,0,standard,0,1,1
There is no man dancing,A man is dancing,2,standard,2,2,1
A man is climbing a rope,The man is not climbing up a rope,1,standard,2,0,1
A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the floor,1,standard,1,2,1
A soccer player is scoring a goal,There are no soccer players kicking a soccer ball into the goal,2,standard,2,2,1
A dog is standing with its two front paws on a rock in a field,The dog is standing with its two front paws on a rock in the field,0,standard,0,1,1
A child is indoors watching a program about some young climbers on a rock wall.,The young boy is climbing the wall made of rock,1,standard,2,1,1
A man is chopping a log with an axe,There is no man chopping a log with an axe,2,standard,2,2,1
An officer is talking to the recruits,The recruits are barking at the military officer,1,standard,1,1,1
The large brown dog is not running outside in the dirt,The large brown dog is running outside in the dirt,2,standard,2,1,0
Two sumo ringers are not fighting,Two sumo ringers are fighting,2,standard,2,2,1
A rope is being climbed by a man,A man is slicing the carrot with a machine,1,standard,2,2,1
The man is tossing a kid into the swimming pool that is near the ocean,One man is tossing a kid into the swimming pool that is near the ocean,0,standard,0,2,1
