premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
"During the half-century of its existence, Israel has absorbed approximately 2.5 million Jewish immigrants, displaced persons, refugees, and survivors of the Nazi Holocaust.",Israel shunned the Jewish people from entering to escape the Nazi Holocaust.,2,standard,2,1,1
Number of testimonies,They are all from constituents.,1,standard,1,1,1
"Emissions will be cut from current emissions of 48 tons to a cap of 26 tons in 2010, and",Most emissions are from gas guzzling SUVs and airplanes.,1,standard,1,1,1
"A new guideline, for example, may tell us to send heart surgery patients home earlier.",A new rule may advice us to discharge heart surgery patients earlier.,0,standard,0,1,1
"Also, under credit reform, the credit subsidy cost is recorded as an outlay when a direct or guaranteed loan is disbursed.",The credit subsidy cost is never recorded as an outlay under any circumstances.,2,standard,2,2,1
"Wagonheim said the program not only will benefit the needy, but also will help improve the public image of lawyers.","Due to the recent scandals, lawyers are in need of positive press locally here.",1,standard,1,1,1
OMB has approved the information collection contained on the Form ADV and has,OMB staunchly opposed the information collection contained on the Form ADV.,2,standard,2,1,0
"The author began with a set of hunches or hypotheses about what can go wrong in agency management, and what would be evidence supporting-or contradicting-these hypotheses.",The hunches provided by the author weren't realistic as it pertains to agency management.,1,standard,1,1,1
"Finally, the FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.",The FDA will only issue videotapes.,2,standard,2,1,1
"The analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora, Mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the United States.",The analysis stated that the rule might have a large impact on small entities in the US.,0,standard,0,1,1
"Cave 31 tries to emulate the style of the great Hindu temple on a much smaller scale, but the artists here were working on much harder rock and so abandoned their effort.",Cave 31 ran into problems because it was made of harder rock. ,0,standard,1,1,2
"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",1,standard,1,1,1
Many who fled have returned.,Lots of then came back when they realized they had nowhere to run to.,1,standard,1,1,1
uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I hated talking to you.,2,standard,2,1,0
"Although a mile long, its name is misleading because it is not one street but several different streets.","It is a mile long, each street spanning about a quarter of a mile.",1,standard,1,1,1
yeah then you don't have you don't have that mess to clean up when you use an oil oil base painting and boy i'll tell you oh,"I've had to clean up oil base paint before, it isn't fun. ",1,standard,1,1,1
And who should decide?,No one is willing to make the decision.,1,standard,1,1,1
"I put it to you that, wearing a suit of Mr. Inglethorp's clothes, with a black beard trimmed to resemble his, you were there ”and signed the register in his name!",The green suit that he wore was actually Mr. Inglethorp's which he stole from his closet a few days ago. ,1,standard,1,1,1
I thought working on Liddy's campaign would be better than working on Bob's.,I thought I would like working on Liddy's campaign the best.,1,standard,2,1,1
Then he is very sure. ,He is very sure of himself.,1,standard,1,1,1
"Tom is the winner of a year's supply of Turtle Wax, and he will receive his prize just as soon as the Shopping Avenger figures out how much Turtle Wax actually constitutes a year's supply.",There are no winners of the one year supply of Turtle wax.,2,standard,2,1,1
"I feel that you probably underestimate the danger, and therefore warn you again that I can promise you no protection.","I warn you again, that I can promise you no protection, as I feel that you probably underestimate the danger.",0,standard,0,1,1
in you know just dealing with the customer maybe that's there only reason why they don't it'd seem like they'd just put a little barrel out there and say it pour here and go on  we'll take your money,I do not deal with customers well.,1,standard,1,1,1
"Others love to see it in the middle of the heaviest monsoon, its marble translucent, its image blurred in the rain-stippled water channels of its gardens.",It is especially beautiful during the monsoon season.,1,standard,1,1,1
"A good time to visit is just at the end of the monsoon in October when you can see flocks of storks, egrets, and cormorants and it is ideally combined with a full-moon trip to the Taj, but there's plenty to see all year round.",The monsoon season ends in the month of October.,0,standard,0,1,1
The island has a long history; its marble deposits were coveted around the ancient world.,In 2000 B.C.E the marble was highly desirable.,1,standard,1,1,1
That is well. ,That is unwell.,2,standard,2,1,0
"Yet, in the mouths of the white townsfolk of Salisbury, N.C., it sounds convincing.","White townsfolk in Salisbury, N.C. are easily convinced of things. ",1,standard,1,1,1
"Divers can explore the deeps but you can also snorkel here, or take a glass-bottom boat or submarine tour to get a glimpse of this watery world.",Divers do not like to explore the deeps here.  ,2,standard,2,1,1
2. Receiving Water Samples,The water samples should be received.,0,standard,0,1,1
The man shifted slightly and cut the spear out of the air.,The man moved near a flying spear. ,0,standard,0,1,0
Why blame her because she had been true to her creed? ,She was not faithful to her own belief system.,2,standard,2,1,1
"Oh, my friend, have I not said to you all along that I have no proofs. ",I've always had the proof that he did it.,2,standard,2,1,1
Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Italian money.,2,standard,2,1,0
"When the next modernist revolution comes around, he'll be ready.",The man will be prepared.,0,standard,0,1,1
'I don't suppose you could forget I ever said that?',"It's not likely you'll forget that, right?",0,standard,0,1,1
"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",The coat that she wore was long enough to cover her knees.,1,standard,1,1,1
"And really it's a great relief to think he's going, Hastings, continued my honest friend. ","""Are you sure we can't do anything to keep him here?,"" admitted my long-time nemesis.",2,standard,2,1,1
"'Not entirely,' I snapped, harsher than intended.",I spoke more harshly than I wanted to. ,0,standard,0,1,0
"It features over 50 outlets for discounted designer fashions, from Armani to DKNY.",It has over 50 discount stores for designer fashion brands.,0,standard,0,1,1
This is a powerful and evocative museum.,The museum is powerful.,0,standard,0,1,1
sometimes well there's definitely a lot more hitting,The person says that there's definitely a lot more hitting.,0,standard,0,1,0
"Like the Japanese, Chinese, and Portuguese before them, many of the new peoples would stay on in Hawaii, adding to the ethnic and racial mix that has become a hallmark of the islands.",Hawaii was homogenous. ,2,standard,2,1,1
It was other-worldly.,It was grounded in reality.,2,standard,2,1,0
Voluntariness of risks is evaluated.,No evaluation is being done of risks.,2,standard,2,1,0
"Most pundits side with bushy-headed George Stephanopoulos ( This Week ), arguing that only air strikes would be politically palatable.",Mr. Stephanopoulos has a very large pundit following due to his stance on air strikes only being politically palatable.,0,standard,1,1,1
"Thus, the net scale benefit is initially positive, whether or not we adjust for the wage premium.",Initial net scale benefits are negative when adjusted for the wage premium.,2,standard,2,1,1
"The stuff was strong, but somewhat brittle.",It was incredibly strong and not brittle at all.,2,standard,2,1,1
The best beach in Europe ' at least that's the verdict of its regulars.,Regular beachgoers say that it is the best in Europe.,0,standard,0,1,1
Don't remember. ,I do not remember.,0,standard,0,2,0
"Well, we will come in and interview the brave Dorcas."" Dorcas was standing in the boudoir, her hands folded in front of her, and her grey hair rose in stiff waves under her white cap. ",Dorcas is well known for her bravery. ,1,standard,1,1,1
probably you probably got everybody on you because they were probably all going to law school,It is possible that they were going to law school.,0,standard,0,1,1
uh-huh how about any matching programs,What about matching programs? ,0,standard,0,1,1
2) This particular instance of it stinks.,It is a terrible situation. ,0,standard,1,1,0
oh for heaven sakes for the drugs yeah uh-huh,For drugs.,0,standard,0,1,1
"The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame.",Most of the activities taken under the regulatory actions have been longer that 12 months.,1,standard,1,1,1
yeah because being a student i'm doing it for the money,"I'm no longer a student, so I don't need the money anymore.",2,standard,2,1,1
well i think of uh you mean as far as retirement,You never discuss retirement.,2,standard,2,2,1
"If you have any questions about this report, please contact Henry R. Wray, Senior Associate General Counsel, at (202) 512-8581.",Henry R. Wray can be reached at (555) 512-8581.,2,standard,2,2,1
Your speeches are inflammatory.,Your speeches are so calming.,2,standard,2,1,1
"Given the limits on the WTO's jurisdiction, it was probably unreasonable of Kodak to expect a real victory.",Kodak was totally justified in expecting a victory.,2,standard,2,1,1
Homes or businesses not located on one of these roads must place a mail receptacle along the route traveled.,The other roads are far too rural to provide mail service to.,1,standard,1,1,1
"In an atmosphere of economic crisis stagnant productivity, bank closures, and rising unemployment conservatives wanted somebody tougher, more dynamic than eternally compromising old-style politicians.",Banks were able to stay afloat in some cases.,1,standard,1,1,1
"Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.",British magazines boycotted Kate Winslet.,2,standard,2,1,1
"aChange in personal saving depends on how much of the $4,000 IRA contribution represents new saving.",The IRA contributes nothing to saving,2,standard,2,1,1
"Although all four categories of emissions are down substantially, they only achieve 50-75% of the proposed cap by 2007 (shown as the dotted horizontal line in each of the above figures).",There has been a substantial decrease in each of the emission categories.,0,standard,0,1,1
hi Mary have you gone visiting uh any new restaurants lately,"Hello, Mary, have you gone anywhere recently, such as restaurants? ",0,standard,0,1,1
Black professionals braid their hair to display their ethnic pride.,Blacks proudly braid their hair.,0,standard,0,2,1
As of last week he charges $50 an hour minimum instead of $25 for the services of his yearling Northern Utah Legal Aid Foundation.,His charges went down.,2,standard,0,1,1
"7) Nonautomated First-Class and Standard-A mailers have the option of requesting that their mail be processed manually, even though the costs for such processing are substantially higher than mechanized processing.",Nonautomated First-Class and Standard-A mailers cannot ask for their mail to be processed by hand because it costs the postal service more.,2,standard,2,1,1
"The formal splendor of the grounds testify to the 18th-century desire to tame nature, but it is done with such superlative results that one can only be thankful that the work was undertaken.",The grounds were really beautiful.,0,standard,0,1,1
um-hum yeah right uh is yours a is it a a slab foundation or pier and beam,Your foundation is being beamed away.,2,standard,1,1,1
"Although all four categories of emissions are down substantially, they only achieve 50-75% of the proposed cap by 2007 (shown as the dotted horizontal line in each of the above figures).",All of the emission categories experienced a downturn except for one.,2,standard,1,1,1
i don't know i i do i can think of all the uh the biblical things about it too where what did they say to uh i can't think of the scripture Render unto Caesar's what is Caesar's so,I do not know about the bible or its scriptures.,2,standard,2,2,2
"Cultural festivals are one opportunity, but the better way is at a private wedding or feast day when the performances are set in their true context.",Cultural festivals are out of context and do not feel as authentic as genuine feast day or wedding performances.,1,standard,2,1,1
"Others love to see it in the middle of the heaviest monsoon, its marble translucent, its image blurred in the rain-stippled water channels of its gardens.",None of the visitors like to see it during the monsoon.,2,standard,2,1,1
"Previously, at the request of the Republican Ranking Minority Member of the House Committee on Government Operations, GAO reviewed activities of President Clintonas Task Force on Health Care Reform and was provided with an extensive listing of working group participants drawn from the government and from outside organizations.",GAO solely investigated the activities of President Clinton's Task Force on their own accord.,2,standard,2,1,1
"This testing of the marketplace may range from written or telephone contacts with knowledgeable federal and non-federal experts regarding similar or duplicate requirements and the results of any market test recently undertaken, to the more formal sources-sought announcements in pertinent publications (e.g.",This marketplace testing ranges from informal to formal surveys.,0,standard,0,1,1
Maybe I am too.,This is something that I have to change.,1,standard,1,1,1
"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow has been the host on Fox News Sunday for four years.,1,standard,1,1,1
"Crosethe Rue de Rivoli to the Palais-Royal, built for Car?­di?­nal Richelieu as his Paris residence in 1639, and originally named Palais-Cardinal.",Crosethe Rue De Rivoli to the Palais-Royal was built for King Louis XVI.,2,standard,2,1,2
" There was food for all, and houses had been conjured hastily to shelter the people.",There was not enough food for all sadly.,2,standard,2,1,1
"After the second course I began to feel slightly at ease, although I couldn't help being disturbed by the way they just stared at me.",I felt at ease around them.,2,standard,0,1,1
"In fact, it's wise to drive as little as possible inside Paris; the p??riph??rique ringroad runs around the city and it's worth staying on it until you're as close as possible to your destination.",The ringroad in Paris will take you to most destinations. ,1,standard,1,1,2
"Try a selection at the Whisky Heritage Centre (they have over 100 for you to sample), where you can then buy a bottle or two of your personal favorite in the shop or in stores around the city.",There are at least 100 things to sample at Whisky Heritage Centre.,0,standard,0,1,1
"They made little effort, despite the Jesuit presence in Asia, to convert local inhabitants to Christianity or to expand their territory into the interior.","The Jesuit thought that by converting the Asian people to Christianity, it would help them to expand their territory. ",2,standard,1,1,1
"And, could it not result in a decline in Postal Service volumes across--the--board?",Nothing will affect Postal Service volumes across--the--board.,2,standard,2,1,1
Or anything else you wanted and couldn't keep against magic.,You had to be careful with what you wanted to protect. ,1,standard,0,1,1
Chapter 1: His real name was Leonard Franklin Slye.,"Chapter 1 introduces Leonard Franklin Slye, the second one continues like this.",1,standard,1,1,2
"To the south, the former fishing villages of Sorrento and Positano spill down the craggy cliffs of the serpentine Amalfi coast, justifiably tauted as one of the world's most beautiful drives.",Sorrento used to be a fishing village.,0,standard,0,1,1
and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching it or definitely recording it they have some programs that they won't miss,What programs do your friends like to watch?,1,standard,1,0,1
"If the company makes money on the policy, other insurers are expected to follow.",If the company loses money on the policy then other insurers will copy them. ,2,standard,2,1,1
"But the most sustained assault on Orientalism 's premises, and on its prestige, came from the left.",They did not see the attack coming.,1,standard,1,1,1
"The tomb of Job Charnock, the Company official who founded the city of Caletta, is in the church cemetery.",The Tomb of Job Charnock is not in the church cemetery.,2,standard,2,0,2
"Because GAO's primary function is to support the Congress in carrying out its decision-making and oversight responsibilities, the number of times our experts testify before congressional panels each year is an indicator of our responsiveness and reflects the impact, importance, and value of our work.",They refused to provide any support to the Congress.,2,standard,2,1,1
Another White House murder mystery and a chance to bash the genre.,This is a new angle at White House murder mystery.,1,standard,0,1,1
"Children, especially boys, are seen as a blessing and are treated with indulgence, fussed over by mothers and grandmothers.",Male children are considered to bring luck to the family.,1,standard,0,1,1
The two programs are currently housed in buildings about a block apart.,The two buildings are on opposite sides of the city.,2,standard,2,2,1
"The results of the sheepshead minnow, Cyprinodon variegatus, inland silverside, Menidia beryllina, or mysid, Mysidopsis bahia, tests are acceptable if survival in the controls is 80 percent or greater.",Tests are only acceptable when survival rates during controls come to at least 70 percent.,2,standard,2,1,1
Now suppose there is a private delivery firm in Cleveland that is competing with the postal service.,Imagine a state-run delivery firm trying to phase out the postal service.,2,standard,2,1,1
"We need to look at the implications that these differing roles have for a range of issues, such as SES core competencies, performance standards, recruitment sources, mobility, and training and development programs.",It is very important for us to consider the implications of the these distinct roles on the issues.,0,standard,0,1,1
Catch up on the Indian avant-garde and the bohemian people of Caletta at the Academy of Fine Arts on the southeast corner of the Maidan.,The Academy of Fine Arts is a prominent school for all up and coming artists.,1,standard,1,1,1
yeah well that's not really immigration,That is the focus of immigration.,2,standard,2,1,1
no no not at all it,Not all of it,0,standard,0,1,1
My unborn children will never appear on the Today show.,My sons and daughter will be anchors on the Today show.,2,standard,2,1,1
"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.",A company's mission can be realized even without the alignment of resources.,2,standard,2,1,0
need the car the next day type deal so,You need the car several weeks later.,2,standard,2,1,1
"In fact, the sloping shoulder was the noticeable feature of the new clothes of the Dior era, coming as it did immediately in the wake of the Joan Crawford/Rosalind Russell period and its vigorous shoulder padding.",Dior era was known for sloping shoulders after the period of shoulder padding.,0,standard,0,1,1
It was still night.,"The sun was blazing in the sky, darkness nowhere to be seen.",2,standard,2,1,1
"It's an interesting account of the violent history of modern Israel, and ends in the Scafeld Room where nine Jews were executed.",It's a fascinating explanation modern Israel's violent past and at the end is the Scafelf Room where executions took place.,0,standard,0,1,1
i don't understand that i thought that he was always a good player,I always considered him to be a good player.,0,standard,0,1,1
but West Texas now was a hundred and ten and i didn't mind that at all you know because it was so dry,It was one hundred ten degrees in West Texas.  ,0,standard,1,1,1
well Dana it's been really interesting and i appreciate talking with you,"Thanks for calling me, Dana.",1,standard,1,1,1
"Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.","58% of Columbia/HCA's beds are empty, said the report.",0,standard,1,1,1
"The library is the largest of any plantation in Jamaica, with over 300 volumes, including three first editions; the books would have been used to while away the long humid days.","The library has over 300 volumes, including 3 first editions. ",0,standard,0,1,1
"The long-sought, the mysterious, the elusive Jane Finn! ",Jane Finn is easily found but not often looked for.,2,standard,2,1,1
in Asia yeah i spent,In Asia I spent,0,standard,0,1,1
"It's easy to overdose on the many temples, palaces, and museums in India.",You'll find a scarcity of palaces and temples across India.,2,standard,2,1,1
uh i really i miss college i had a good time,College was horrible and I hated it. ,2,standard,2,1,1
"Although all four categories of emissions are down substantially, they only achieve 50-75% of the proposed cap by 2007 (shown as the dotted horizontal line in each of the above figures).",The downturn in the emission categories simply isn't enough in our estimation.,1,standard,1,1,1
"After the purge of foreigners, only a few stayed on, strictly confined to Dejima Island in Nagasaki Bay.",A few foreigners were confined to Dejima Island because they were dangerous.,1,standard,1,1,1
'No one in Large would ever try to harm us.,"They're out to get us there in Large, you know.",2,standard,2,1,1
"True to his word to his faithful mare, Ca'daan left Whitebelly in Fena Dim and borrowed Gray Cloud from his uncle.",Ca'daan kept his word to Gray Cloud and borrowed Whitebelly from his uncle. ,2,standard,0,2,2
"The track continues past the necropolis to an impressive amphitheatre, very probably carved by Nabateans, but influenced by the Romans.",The path also leads to the ruins of a church.  ,1,standard,1,1,1
"The central features of the Results Act-strategic planning, performance measurement, and public reporting and accountability-can serve as powerful tools to help change the basic culture of government.",The Results Act has strategic planning as a deleted feature. ,2,standard,2,2,1
And two- the personal pronoun problems were going to get serious.,There were going to be problems with the personal pronoun.,0,standard,0,1,1
"The church of Panagia Theoskepastos houses a fine 14th-century icon, and the Catholic Cathedral has a tenth-century Madonna and Child.",Both churches are still active today and serve large congregations.,1,standard,1,1,1
"To assist programs with implementing these web sites, the Northwest Justice Project and ProBonoNet in New York are hiring two full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.",The Northwest Justice Project and ProBonoNet in New York will hire more people to help poor residents.,1,standard,1,1,1
"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",The Pharaonic Village in Cairo does not sell papyrus.,2,standard,2,2,1
um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed,I've only visited the area in the spring.,1,standard,1,1,1
"In reviewing this history, it's important to make some crucial distinctions.",Making certain distinctions is imperative in looking back on the past.,0,standard,0,1,0
"Lie back, and DON'T THINK.","Lie back, and do not use your crazy mind.",1,standard,1,1,0
Jon drew it out and stabbed again in the man's throat.,Jon stabbed the man's throat multiple times.,0,standard,0,1,0
Or to judge by the  Failing to nurse at night can lead to painful engorgement or even breast infection.,Mothers should nurse at night.,0,standard,1,1,1
"The rule prohibits the sale of nicotine-containing cigarettes and smokeless tobacco to individuals under the age of 18; requires manufacturers, distributors, and retailers to comply with various conditions regarding the sale and distribution of these products; requires retailers to verify a purchaser's age by photographic identification; prohibits all free samples; limits the distribution of these products through vending machines and self-service displays by permitting such methods of sale only in facilities where access by individuals under 18 is prohibited; limits the advertising and labeling to which children and adolescents are exposed; prohibits promotional, non-tobacco items such as hats and tee shirts; prohibits sponsorship of","The rule will be put into effect as of January 1, 2017,  in all 50 states. ",1,standard,1,1,1
"Now it's my turn, and even if I'm walking in a dead man's shoes, I can make my way afresh.",It's your turn.,2,standard,2,1,1
"Founded in 1979, AFFIRM's members include information resource management professionals within the federal, academic, and industry sectors.",AFFIRM recruits the top members in the management professions.,1,standard,1,1,1
we wouldn't be expected to cast a ballet on the subject,We have been asked to vote on the subject.,2,standard,2,1,1
"As recent events illustrate, trust takes years to gain but can be lost in an instant.","Trust, once built, is hard to lose.",2,standard,0,1,1
"But when he was persuaded by divers means to help us, he gave up after one week, declaring it beyond his powers.","He solved the issue within seven days, because he was so smart.",2,standard,2,1,1
"She gave the girl clothes and gifts and took her to her Connecticut estate for weekend pony rides, according to the Star . How was I supposed to compete with that?","She gave the boy clothes, gifts and pony rides. That's hard to compete with.",2,standard,2,1,1
"There may be a small savings at the factory showrooms in Manacor, where you'll have the biggest choice.",The factory showrooms are only for vendors.,2,standard,2,1,1
Decline and Decadence,Decline and decadence have a direct correlation. ,1,standard,1,1,1
we only have to get up for you know for the daytime feedings,"We can sleep all day, since we don't have any daytime feedings.",2,standard,2,1,1
One opportunist who stayed was Octavius Decatur Gass.,Octavius Decatur Gass refers to four people. ,2,standard,2,2,0
That is exactly what our head coupon issuer Alan Greenspan did in 1987--and what I believe he would do again.,"This is what Greenspan did in 1987 and what I think he will do again, much to the detriment of the economy.",1,standard,1,1,1
"These gardens used to belong to the governor's mountain lodge, but the building was demolished by the Japanese during the occupation of Hong Kong.",These gardens belong to the governor's mountain lodge.,2,standard,0,1,1
He seemed a trifle embarrassed.,He wasn't embarrassed at all.,2,standard,2,1,0
"But employers are still driving, and that's all that counts.","Employers have continued to operate motor vehicles, and that's all that matters.",0,standard,0,1,1
They consolidated programs to increase efficiency and deploy resources more effectively,Programs to increase efficiency were consolidated.,0,standard,0,1,1
and they're more independent and there's things to do then it's good for them to go to different i mean it he goes to a a mother's day out program now once a week both of my kids do,Independence does not grant anymore options for them.,2,standard,2,1,1
but but it is peaceful i mean it is relaxing to do once you find the time to do it,The time it takes is not very much.,1,standard,1,1,1
no North Carolina State,North Carolina is a county,2,standard,1,1,1
Near Jerusalem,It is three miles from Jerusalem.,1,standard,1,1,1
"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,0,standard,0,1,2
The FDA solicited comments on these requirements in the notice of proposed rulemaking and has evaluated and responded to them in the preamble to the final rule.,The FDA mostly received criticisms about the proposed rules and plan to use the criticism to find the plan's current flaws.,1,standard,1,1,1
" ""An egg has got to hatch,"" he said.",A chick must hatch from an egg.,1,standard,1,1,0
The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.,Table 1 also shows a picture diagram for each function. ,1,standard,1,1,1
But Fish is not an upbeat pragmatist.,Fish is an upbeat pragmatist. ,2,standard,2,2,0
so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it,I tied the car up for four nights but I had heartburn the entire time.,2,standard,2,1,1
"In general, six elements appear  purpose, type of data collected, method of data collection, design, method of data analysis, and reporting.",Purpose is not one of the six elements listed here.,2,standard,2,2,1
He's been mean-spirited and vicious for so long that editors and reporters are tired of hearing about it.,Editors and reporters are tired of hearing about it since he has been vicious for long.,0,standard,0,1,1
that they don't show local,The local that tehy don't show is local sports.,1,standard,1,1,1
For the next two centuries Aelia Capitolina enjoyed an innocuous history.,Aelia Capitolina enjoyed an innocuous history by staying off the maps of Romans and other empires. ,1,standard,1,1,1
Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.,Women converge on this place to light joss sticks and climb the rock.  ,0,standard,0,2,1
" Other villages are much less developed, and therein lies the essence of many delights.",If more people lived in the villages the development would skyrocket.,1,standard,1,1,1
"A button on the Chatterbox page will make this easy, so please do join in.",There is a button on the page that is easy to use.,0,standard,0,1,1
i wonder how they kept up with them though it seemed like the buffaloes were moving so fast i guess they graze though that wouldn't have been a problem,"It seemed difficult, keeping up with the buffaloes.",0,standard,0,1,2
"Sure enough, there was the chest, a fine old piece, all studded with brass nails, and full to overflowing with every imaginable type of garment. ",The chest was built over 200 years ago.,1,standard,1,1,1
The Gaiety Theatre in South King Street is worth visiting for its ornate d??cor.,The Gaiety Theatre is decorated very ornately.,0,standard,0,1,1
maybe adult literacy maybe you know composition writing maybe you know uh volunteering you know on a tutor line or though the even through the elementary schools for help with homework or the other part of me says is God i've had enough kids  do i really,"maybe I could volunteer to help with adult literacy or homework help for elementary schools but on the other hand, I've already had children",0,standard,0,1,1
oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now,No one thinks about human factors and I'm not interested in IBM.,2,standard,2,2,0
Cybernetics had always been Derry's passion.,Derry knew nothing of cybernetics.,2,standard,2,2,1
"To the northwest of the chateau, the Grand Trianon palace, surrounded by pleasantly unpompous gardens, was the home of Louis XIV's mistress, Madame de Maintenon, where the aging king increasingly took refuge.",Grand Trianon palace was the residence of Louis XIV.,2,standard,2,1,1
"You're crazed, Beresford.","You are a sane genius, Beresford.",2,standard,2,2,0
so are can i just ask you are you Canadian,Are you from the U.S.?,2,standard,2,1,1
"In the meantime, the philosophy is to seize present-day opportunities in the thriving economy.",The philosophy was to seize opportunities when the economy is doing poorly.,2,standard,2,1,1
Case Studies in Science Education.,Education about science.,0,standard,0,1,1
uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid,"Yeah they did an amazing job of making that person age through the years, except that last part.",0,standard,0,1,1
"When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.",Every republican presidential candidate has tried to avoid the question of creation.,0,standard,0,1,1
"In Japan, Mainichi Shimbun criticized the new Liberal Democratic Party leader Keizo Obuchi for being devoid of fresh ideas for reviving the Japanese economy.","Mainichi Shimbun was critical of Keizo Obuchi, the new Liberal Democratic Party Leader.",0,standard,0,1,1
One bakes Flipper.,The flipper was here.,1,standard,0,1,0
"The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.",There is a full-time attorney at the Women's Haven already.,0,standard,0,1,0
hi Cynthia what did you wear to work today,You did not go to work today. ,2,standard,2,2,1
The purpose of the Diwan-i-Khas is hotly disputed; it is not necessarily the hall of private audience that its name implies.,The name suggest that it is open to the public.,2,standard,2,1,1
well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then,"Channel 8 came here fourteen years ago, I still don't watch it, but it's doing great now.",1,standard,1,1,1
"4 million homes watch the evening news on CBS, ABC, and NBC.",No one watches nbc.,2,standard,2,2,1
"Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).","Hans Pfitzner did not write Palestrina, which will be performed in New York. ",2,standard,2,2,2
The Commission's analysis uses both quantifiable and general descriptions of the effects of the rule on small entities.,The rule has a significant effect on small entities.,1,standard,1,1,1
and ancient coins,And really old coins.,0,standard,0,1,1
"Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.",The Eglise Saint-Michel was built in the 8th century.,2,standard,2,1,1
"Many had to leave their birthplaces, fleeing to Lesvos, Chios, and Samos, the Greek-ruled islands just offshore.",Everyone was able to remain in their homeland. ,2,standard,2,1,1
"Montmartre is lively at night, with famous clubs such as Au Lapin Agile.",Montmartre has no life at night.,2,standard,2,1,1
"After four years, Clinton has learned how to avoid looking unpresidential.","After four torturous years, Clinton finally gets how to avoid unpresidential behavior.",1,standard,1,1,1
well uh normally i like to to go out fishing in a boat and uh rather than like bank fishing and just like you try and catch anything that's swimming because i've had such problems of trying to catch any type of fish that uh i just really enjoy doing the boat type fishing,I fish in the boat and try catching any fish because I have trouble catching certain types.,0,standard,0,1,0
CHAPTER 6: HUMAN CAPITAL,Humans have capital.,1,standard,0,0,1
and these poor guys out there uh trying to uphold the law um i don't know i kind of think they should bring back capital punishment,I think that capital punishment should remain illegal.,2,standard,2,1,1
The Leland Act  (1) simplify the household definition,The Leland Act defines the legal definition of what a household is.,1,standard,1,1,1
"When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.",Every republican presidential candidate answered the question of creation openly.,2,standard,2,1,1
of course you got to charge it and keep your cash,You have to charge you new credit card.,1,standard,2,1,1
"(Never mind the strictest reading, which supposes that creation took a week.)","The creation apparently took a week, supposes the reading.",0,standard,0,1,1
and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual,You wonder if it's possible to rehabilitate those types of people.,1,standard,0,1,1
"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,1,standard,1,1,1
